Iter 1, Best Cost: 1021914, Hard Conflicts: 101, Soft Conflicts: 12015, Time: 0.16s
Iter 2, Best Cost: 852009, Hard Conflicts: 84, Soft Conflicts: 12093, Time: 0.31s
Iter 3, Best Cost: 810346, Hard Conflicts: 80, Soft Conflicts: 10426, Time: 0.43s
Iter 4, Best Cost: 579890, Hard Conflicts: 57, Soft Conflicts: 9947, Time: 0.57s
Iter 5, Best Cost: 514399, Hard Conflicts: 50, Soft Conflicts: 14449, Time: 0.70s
Iter 6, Best Cost: 459733, Hard Conflicts: 45, Soft Conflicts: 9778, Time: 0.82s
Iter 7, Best Cost: 399659, Hard Conflicts: 39, Soft Conflicts: 9698, Time: 0.96s
Iter 8, Best Cost: 399517, Hard Conflicts: 39, Soft Conflicts: 9556, Time: 1.09s
Iter 9, Best Cost: 290406, Hard Conflicts: 28, Soft Conflicts: 10434, Time: 1.22s
Iter 10, Best Cost: 289523, Hard Conflicts: 28, Soft Conflicts: 9551, Time: 1.34s
Iter 11, Best Cost: 229757, Hard Conflicts: 22, Soft Conflicts: 9779, Time: 1.47s
Iter 12, Best Cost: 229251, Hard Conflicts: 22, Soft Conflicts: 9273, Time: 1.60s
Iter 14, Best Cost: 229126, Hard Conflicts: 22, Soft Conflicts: 9148, Time: 1.85s
Iter 15, Best Cost: 229021, Hard Conflicts: 22, Soft Conflicts: 9043, Time: 1.97s
Iter 16, Best Cost: 228871, Hard Conflicts: 22, Soft Conflicts: 8893, Time: 2.10s
Iter 17, Best Cost: 228259, Hard Conflicts: 22, Soft Conflicts: 8281, Time: 2.21s
Iter 18, Best Cost: 228019, Hard Conflicts: 22, Soft Conflicts: 8041, Time: 2.34s
Iter 19, Best Cost: 118742, Hard Conflicts: 11, Soft Conflicts: 8753, Time: 2.45s
Iter 20, Best Cost: 118090, Hard Conflicts: 11, Soft Conflicts: 8101, Time: 2.58s
Iter 21, Best Cost: 117940, Hard Conflicts: 11, Soft Conflicts: 7951, Time: 2.70s
Iter 22, Best Cost: 117850, Hard Conflicts: 11, Soft Conflicts: 7861, Time: 2.83s
Iter 24, Best Cost: 7999, Hard Conflicts: 0, Soft Conflicts: 7999, Time: 3.07s
Iter 26, Best Cost: 7899, Hard Conflicts: 0, Soft Conflicts: 7899, Time: 3.32s
Iter 27, Best Cost: 7839, Hard Conflicts: 0, Soft Conflicts: 7839, Time: 3.43s
Iter 28, Best Cost: 7791, Hard Conflicts: 0, Soft Conflicts: 7791, Time: 3.55s
Iter 29, Best Cost: 7746, Hard Conflicts: 0, Soft Conflicts: 7746, Time: 3.68s
Iter 31, Best Cost: 7559, Hard Conflicts: 0, Soft Conflicts: 7559, Time: 3.91s
Iter 32, Best Cost: 7401, Hard Conflicts: 0, Soft Conflicts: 7401, Time: 4.03s
Iter 33, Best Cost: 7287, Hard Conflicts: 0, Soft Conflicts: 7287, Time: 4.16s
Iter 34, Best Cost: 7192, Hard Conflicts: 0, Soft Conflicts: 7192, Time: 4.27s
Iter 35, Best Cost: 7056, Hard Conflicts: 0, Soft Conflicts: 7056, Time: 4.38s
Iter 36, Best Cost: 6930, Hard Conflicts: 0, Soft Conflicts: 6930, Time: 4.50s
Iter 37, Best Cost: 6537, Hard Conflicts: 0, Soft Conflicts: 6537, Time: 4.62s
Iter 38, Best Cost: 6201, Hard Conflicts: 0, Soft Conflicts: 6201, Time: 4.75s
Iter 39, Best Cost: 5915, Hard Conflicts: 0, Soft Conflicts: 5915, Time: 4.85s
Iter 40, Best Cost: 5789, Hard Conflicts: 0, Soft Conflicts: 5789, Time: 4.97s
Iter 41, Best Cost: 5623, Hard Conflicts: 0, Soft Conflicts: 5623, Time: 5.10s
Iter 42, Best Cost: 5557, Hard Conflicts: 0, Soft Conflicts: 5557, Time: 5.20s
Iter 43, Best Cost: 5443, Hard Conflicts: 0, Soft Conflicts: 5443, Time: 5.33s
Iter 44, Best Cost: 5374, Hard Conflicts: 0, Soft Conflicts: 5374, Time: 5.45s
Iter 45, Best Cost: 5194, Hard Conflicts: 0, Soft Conflicts: 5194, Time: 5.55s
Iter 47, Best Cost: 5144, Hard Conflicts: 0, Soft Conflicts: 5144, Time: 5.80s
Iter 50, Best Cost: 5135, Hard Conflicts: 0, Soft Conflicts: 5135, Time: 6.15s
Iter 51, Best Cost: 5134, Hard Conflicts: 0, Soft Conflicts: 5134, Time: 6.25s
Iter 52, Best Cost: 4955, Hard Conflicts: 0, Soft Conflicts: 4955, Time: 6.37s
Iter 53, Best Cost: 4945, Hard Conflicts: 0, Soft Conflicts: 4945, Time: 6.49s
Iter 54, Best Cost: 4845, Hard Conflicts: 0, Soft Conflicts: 4845, Time: 6.62s
Iter 55, Best Cost: 4820, Hard Conflicts: 0, Soft Conflicts: 4820, Time: 6.72s
Iter 56, Best Cost: 4718, Hard Conflicts: 0, Soft Conflicts: 4718, Time: 6.84s
Iter 58, Best Cost: 4641, Hard Conflicts: 0, Soft Conflicts: 4641, Time: 7.07s
Iter 59, Best Cost: 4622, Hard Conflicts: 0, Soft Conflicts: 4622, Time: 7.19s
Iter 60, Best Cost: 4567, Hard Conflicts: 0, Soft Conflicts: 4567, Time: 7.31s
Iter 61, Best Cost: 4556, Hard Conflicts: 0, Soft Conflicts: 4556, Time: 7.42s
Iter 62, Best Cost: 4501, Hard Conflicts: 0, Soft Conflicts: 4501, Time: 7.54s
Iter 64, Best Cost: 4449, Hard Conflicts: 0, Soft Conflicts: 4449, Time: 7.78s
Iter 65, Best Cost: 4413, Hard Conflicts: 0, Soft Conflicts: 4413, Time: 7.89s
Iter 67, Best Cost: 4311, Hard Conflicts: 0, Soft Conflicts: 4311, Time: 8.13s
Iter 70, Best Cost: 4263, Hard Conflicts: 0, Soft Conflicts: 4263, Time: 8.46s
Iter 71, Best Cost: 4185, Hard Conflicts: 0, Soft Conflicts: 4185, Time: 8.58s
Iter 73, Best Cost: 4137, Hard Conflicts: 0, Soft Conflicts: 4137, Time: 8.80s
Iter 75, Best Cost: 4095, Hard Conflicts: 0, Soft Conflicts: 4095, Time: 9.03s
Iter 77, Best Cost: 4083, Hard Conflicts: 0, Soft Conflicts: 4083, Time: 9.27s
Iter 79, Best Cost: 4023, Hard Conflicts: 0, Soft Conflicts: 4023, Time: 9.49s
Iter 81, Best Cost: 3987, Hard Conflicts: 0, Soft Conflicts: 3987, Time: 9.73s
Iter 84, Best Cost: 3933, Hard Conflicts: 0, Soft Conflicts: 3933, Time: 10.08s
Iter 89, Best Cost: 3878, Hard Conflicts: 0, Soft Conflicts: 3878, Time: 10.67s
Iter 91, Best Cost: 3848, Hard Conflicts: 0, Soft Conflicts: 3848, Time: 10.89s
Iter 95, Best Cost: 3836, Hard Conflicts: 0, Soft Conflicts: 3836, Time: 11.35s
Iter 97, Best Cost: 3826, Hard Conflicts: 0, Soft Conflicts: 3826, Time: 11.59s
Iter 103, Best Cost: 3808, Hard Conflicts: 0, Soft Conflicts: 3808, Time: 12.26s
Iter 105, Best Cost: 3796, Hard Conflicts: 0, Soft Conflicts: 3796, Time: 12.48s
Iter 110, Best Cost: 3789, Hard Conflicts: 0, Soft Conflicts: 3789, Time: 13.05s
Iter 113, Best Cost: 3756, Hard Conflicts: 0, Soft Conflicts: 3756, Time: 13.37s
Iter 115, Best Cost: 3732, Hard Conflicts: 0, Soft Conflicts: 3732, Time: 13.60s
Iter 124, Best Cost: 3690, Hard Conflicts: 0, Soft Conflicts: 3690, Time: 14.63s
Iter 128, Best Cost: 3678, Hard Conflicts: 0, Soft Conflicts: 3678, Time: 15.09s
Iter 133, Best Cost: 3667, Hard Conflicts: 0, Soft Conflicts: 3667, Time: 15.66s
Iter 143, Best Cost: 3606, Hard Conflicts: 0, Soft Conflicts: 3606, Time: 16.79s
Iter 145, Best Cost: 3535, Hard Conflicts: 0, Soft Conflicts: 3535, Time: 17.02s
Iter 149, Best Cost: 3392, Hard Conflicts: 0, Soft Conflicts: 3392, Time: 17.46s
Iter 155, Best Cost: 3387, Hard Conflicts: 0, Soft Conflicts: 3387, Time: 18.17s
Iter 163, Best Cost: 3365, Hard Conflicts: 0, Soft Conflicts: 3365, Time: 19.08s
Iter 164, Best Cost: 3309, Hard Conflicts: 0, Soft Conflicts: 3309, Time: 19.20s
Iter 166, Best Cost: 3287, Hard Conflicts: 0, Soft Conflicts: 3287, Time: 19.42s
Iter 168, Best Cost: 3251, Hard Conflicts: 0, Soft Conflicts: 3251, Time: 19.64s
Iter 169, Best Cost: 3246, Hard Conflicts: 0, Soft Conflicts: 3246, Time: 19.76s
Iter 180, Best Cost: 3236, Hard Conflicts: 0, Soft Conflicts: 3236, Time: 20.98s
Iter 194, Best Cost: 3230, Hard Conflicts: 0, Soft Conflicts: 3230, Time: 22.59s
Iter 202, Best Cost: 3218, Hard Conflicts: 0, Soft Conflicts: 3218, Time: 23.47s
Iter 206, Best Cost: 3194, Hard Conflicts: 0, Soft Conflicts: 3194, Time: 23.93s
Iter 208, Best Cost: 3184, Hard Conflicts: 0, Soft Conflicts: 3184, Time: 24.15s
Iter 217, Best Cost: 3139, Hard Conflicts: 0, Soft Conflicts: 3139, Time: 25.17s
Iter 218, Best Cost: 3137, Hard Conflicts: 0, Soft Conflicts: 3137, Time: 25.29s
Iter 219, Best Cost: 3092, Hard Conflicts: 0, Soft Conflicts: 3092, Time: 25.39s
Iter 221, Best Cost: 3054, Hard Conflicts: 0, Soft Conflicts: 3054, Time: 25.63s
Iter 222, Best Cost: 3044, Hard Conflicts: 0, Soft Conflicts: 3044, Time: 25.75s
Iter 237, Best Cost: 2938, Hard Conflicts: 0, Soft Conflicts: 2938, Time: 27.44s
Iter 240, Best Cost: 2807, Hard Conflicts: 0, Soft Conflicts: 2807, Time: 27.78s
Iter 245, Best Cost: 2787, Hard Conflicts: 0, Soft Conflicts: 2787, Time: 28.34s
Iter 263, Best Cost: 2769, Hard Conflicts: 0, Soft Conflicts: 2769, Time: 30.39s
Iter 299, Best Cost: 2757, Hard Conflicts: 0, Soft Conflicts: 2757, Time: 34.47s
Iter 300, Best Cost: 2721, Hard Conflicts: 0, Soft Conflicts: 2721, Time: 34.59s
Iter 301, Best Cost: 2709, Hard Conflicts: 0, Soft Conflicts: 2709, Time: 34.71s
Iter 358, Best Cost: 2703, Hard Conflicts: 0, Soft Conflicts: 2703, Time: 41.19s
Iter 367, Best Cost: 2679, Hard Conflicts: 0, Soft Conflicts: 2679, Time: 42.21s
Iter 510, Best Cost: 2607, Hard Conflicts: 0, Soft Conflicts: 2607, Time: 58.39s
Iter 516, Best Cost: 2504, Hard Conflicts: 0, Soft Conflicts: 2504, Time: 59.08s
Iter 542, Best Cost: 2486, Hard Conflicts: 0, Soft Conflicts: 2486, Time: 61.99s
Iter 543, Best Cost: 2480, Hard Conflicts: 0, Soft Conflicts: 2480, Time: 62.11s
Iter 544, Best Cost: 2462, Hard Conflicts: 0, Soft Conflicts: 2462, Time: 62.21s
Iter 547, Best Cost: 2444, Hard Conflicts: 0, Soft Conflicts: 2444, Time: 62.55s
Iter 638, Best Cost: 2420, Hard Conflicts: 0, Soft Conflicts: 2420, Time: 72.75s
Iter 646, Best Cost: 2380, Hard Conflicts: 0, Soft Conflicts: 2380, Time: 73.65s
Iter 690, Best Cost: 2350, Hard Conflicts: 0, Soft Conflicts: 2350, Time: 78.62s
Iter 719, Best Cost: 2302, Hard Conflicts: 0, Soft Conflicts: 2302, Time: 81.89s
Iter 722, Best Cost: 2278, Hard Conflicts: 0, Soft Conflicts: 2278, Time: 82.23s
Iter 751, Best Cost: 2218, Hard Conflicts: 0, Soft Conflicts: 2218, Time: 85.50s
Iter 775, Best Cost: 2194, Hard Conflicts: 0, Soft Conflicts: 2194, Time: 88.19s
Iter 786, Best Cost: 2182, Hard Conflicts: 0, Soft Conflicts: 2182, Time: 89.44s
Iter 926, Best Cost: 2117, Hard Conflicts: 0, Soft Conflicts: 2117, Time: 105.36s
Iter 927, Best Cost: 2111, Hard Conflicts: 0, Soft Conflicts: 2111, Time: 105.49s
Iter 997, Best Cost: 2105, Hard Conflicts: 0, Soft Conflicts: 2105, Time: 113.65s
Iter 1006, Best Cost: 2099, Hard Conflicts: 0, Soft Conflicts: 2099, Time: 114.68s
Iter 1053, Best Cost: 2093, Hard Conflicts: 0, Soft Conflicts: 2093, Time: 119.95s
Iter 1187, Best Cost: 1985, Hard Conflicts: 0, Soft Conflicts: 1985, Time: 134.86s
Iter 1200, Best Cost: 1955, Hard Conflicts: 0, Soft Conflicts: 1955, Time: 136.32s
Iter 1332, Best Cost: 1900, Hard Conflicts: 0, Soft Conflicts: 1900, Time: 151.05s
Iter 1474, Best Cost: 1876, Hard Conflicts: 0, Soft Conflicts: 1876, Time: 167.08s
Iter 1516, Best Cost: 1810, Hard Conflicts: 0, Soft Conflicts: 1810, Time: 171.84s
